SOURCE ,DESTINATION,DISTANCE ,MINI,SEDAN,ERTIGA,INNOVA
RANNOFKUTCH,BHUJ,81,3000,3300,4200,6800
RANNOFKUTCH,GANDHIDHAM,136,4500,4800,6000,8800
RANNOFKUTCH,ANJAR,120,4500,4800,6000,8800
RANNOFKUTCH,MUNDRA,139,4500,4800,6000,8800
RANNOFKUTCH,AHMEDABAD AIRPORT ,420,7000,7300,9000,14500
RANNOFKUTCH,AHMEDABAD ,408,7000,7300,9000,14500
RANNOFKUTCH,RAJKOT,308,5500,5800,7000,12500
RANNOFKUTCH,RAJKOT AIRPORT,325,5800,6200,7500,13500
RANNOFKUTCH,MUMBAI,940,14000,14500,18000,28000
RANNOFKUTCH,VADODARA ,515,8500,8800,11000,18000
RANNOFKUTCH,PALANPUR ,358,7000,7300,9000,14500
RANNOFKUTCH,MANDVI,140,4500,4800,6000,8800
RANNOFKUTCH,DWARKA,490,8800,9200,11000,22000
RANNOFKUTCH,SOMNATH,500,8800,9200,11000,22000
RANNOFKUTCH,SURAT,680,9500,10000,13000,21500
RANNOFKUTCH,ANAND,480,8300,8800,11000,18500
RANNOFKUTCH,NADIYAD,470,8300,8800,11000,18500
RANNOFKUTCH,DHOLAVIRA,90,3000,3500,4500,7000
RANNOFKUTCH,NARAYAN SAROVAR,115,3300,3600,5000,8500
RANNOFKUTCH,MATANAMADH,95,8300,8800,11000,18500
RANNOFKUTCH,JUNAGADH,415,6300,7000,9200,14500
RANNOFKUTCH,PUNE,1070,17000,17500,22000,33000
RANNOFKUTCH,KANDLA AIRPORT ,135,4500,4800,6000,8800
RANNOFKUTCH,AHMEDABAD RAILWAY STATION,415,7000,7300,9000,14500
RANNOFKUTCH,BHUJ AIPORT,78,3000,3300,4200,6800
RANNOFKUTCH,BHUJ RAILWAY STATION,80,3000,3300,4200,6800
RANNOFKUTCH,HIRASAR AIRPORT,325,5500,5800,7000,12500
RANNOFKUTCH,JAMNAGAR,340,5500,5800,7000,12500
RANNOFKUTCH,MORBI,245,5500,5800,7000,12500
RANNOFKUTCH,WANKANER,275,5500,5800,7000,12500
RANNOFKUTCH,CHOTILA,310,5500,5800,7000,12500
RANNOFKUTCH,STATUE OF UNITY,610,9300,9600,12500,21500
RANNOFKUTCH,BHAVNAGAR,500,7000,7500,9500,15500
RANNOFKUTCH,MOUNT ABU,441,7500,8000,10500,18500
RANNOFKUTCH,AMBAJI,418,7000,7300,9000,14500
RANNOFKUTCH,ABU ROAD,410,7000,7300,9000,14500
RANNOFKUTCH,VERAVAL RAILWAY STATION,495,8800,9200,11000,22000
RANNOFKUTCH,GANDHIDHAM RAILWAY STATION,142,4500,4800,6000,8800
BHUJ,RANNOFKUTCH,81,3000,3300,4200,6800
GANDHIDHAM,RANNOFKUTCH,136,4500,4800,6000,8800
ANJAR,RANNOFKUTCH,120,4500,4800,6000,8800
MUNDRA,RANNOFKUTCH,139,4500,4800,6000,8800
AHMEDABAD AIRPORT ,RANNOFKUTCH,420,7000,7300,9000,14500
AHMEDABAD ,RANNOFKUTCH,408,7000,7300,9000,14500
RAJKOT,RANNOFKUTCH,308,5500,5800,7000,12500
RAJKOT AIRPORT,RANNOFKUTCH,325,5800,6200,7500,13500
MUMBAI,RANNOFKUTCH,940,14000,14500,18000,28000
VADODARA ,RANNOFKUTCH,515,8500,8800,11000,18000
PALANPUR ,RANNOFKUTCH,358,7000,7300,9000,14500
MANDVI,RANNOFKUTCH,140,4500,4800,6000,8800
DWARKA,RANNOFKUTCH,490,8800,9200,11000,22000
SOMNATH,RANNOFKUTCH,500,8800,9200,11000,22000
SURAT,RANNOFKUTCH,680,9500,10000,13000,21500
ANAND,RANNOFKUTCH,480,8300,8800,11000,18500
NADIYAD,RANNOFKUTCH,470,8300,8800,11000,18500
DHOLAVIRA,RANNOFKUTCH,90,3000,3500,4500,7000
NARAYAN SAROVAR,RANNOFKUTCH,115,3300,3600,5000,8500
MATANAMADH,RANNOFKUTCH,95,8300,8800,11000,18500
JUNAGADH,RANNOFKUTCH,415,6300,7000,9200,14500
PUNE,RANNOFKUTCH,1070,17000,17500,22000,33000
KANDLA AIRPORT ,RANNOFKUTCH,135,4500,4800,6000,8800
AHMEDABAD RAILWAY STATION,RANNOFKUTCH,415,7000,7300,9000,14500
BHUJ AIPORT,RANNOFKUTCH,78,3000,3300,4200,6800
BHUJ RAILWAY STATION,RANNOFKUTCH,80,3000,3300,4200,6800
HIRASAR AIRPORT,RANNOFKUTCH,325,5500,5800,7000,12500
JAMNAGAR,RANNOFKUTCH,340,5500,5800,7000,12500
MORBI,RANNOFKUTCH,245,5500,5800,7000,12500
WANKANER,RANNOFKUTCH,275,5500,5800,7000,12500
CHOTILA,RANNOFKUTCH,310,5500,5800,7000,12500
STATUE OF UNITY,RANNOFKUTCH,610,9300,9600,12500,21500
BHAVNAGAR,RANNOFKUTCH,500,7000,7500,9500,15500
MOUNT ABU,RANNOFKUTCH,441,7500,8000,10500,18500
AMBAJI,RANNOFKUTCH,418,7000,7300,9000,14500
ABU ROAD,RANNOFKUTCH,410,7000,7300,9000,14500
VERAVAL RAILWAY STATION,RANNOFKUTCH,495,8800,9200,11000,22000
GANDHIDHAM RAILWAY STATION,RANNOFKUTCH,142,4500,4800,6000,8800
BHUJ ,GANDHIDHAM,60,1600,1800,2500,5000
BHUJ,ADIPUR,55,1600,1800,2500,5000
BHUJ,ANJAR,45,1600,1800,2500,5000
BHUJ,MUNDRA,50,1600,1800,2500,5000
BHUJ,MANDVI,45,1600,1800,2500,5000
BHUJ,NALIYA,100,2300,2500,3000,6000
BHUJ,KANDLA PORT,70,1800,2000,2800,5500
BHUJ,MUNDRA PORT,60,1800,2000,2800,5500
BHUJ,KANDLA AIRPORT,50,1600,1800,2500,5000
BHUJ,NALIYA AIRFORCE,100,2300,2500,3000,6000
BHUJ,NALIYA COST GUARD,100,2300,2500,3000,6000
BHUJ,JAKHAU PORT,135,2800,3000,3600,7000
BHUJ,BHACHAU,85,2200,2500,3600,6000
BHUJ,SAMKHIYALI ,130,2800,3000,3600,7000
BHUJ,RAPAR,130,2800,3000,3600,7000
BHUJ,DHOLAVIRA,130,3300,3600,4500,7000
BHUJ,ADANI POWER PLANT,100,2000,2300,3000,4500
BHUJ,TATA SOLAR,100,2000,2300,3000,4500
BHUJ,BHUJ HOTEL,20,999,1200,1800,3500
BHUJ,NAKHATRANA,50,1600,1800,2500,5000
BHUJ,KERA,20,1200,1500,2300,4500
BHUJ,BALDIA,20,1200,1500,2300,4500
BHUJ,NARANPAR,20,1200,1500,2300,4500
BHUJ,RAMPAR VEKRA,20,1200,1500,2300,4500
BHUJ,NARAYAN SAROVAR,160,3300,3800,4800,7000
BHUJ,MATANAMADH,100,2500,2800,3600,5500
GANDHIDHAM,BHUJ,60,1600,1800,2500,5000
ADIPUR,BHUJ,55,1600,1800,2500,5000
ANJAR,BHUJ,45,1600,1800,2500,5000
MUNDRA,BHUJ,50,1600,1800,2500,5000
MANDVI,BHUJ,45,1600,1800,2500,5000
NALIYA,BHUJ,100,2300,2500,3000,6000
KANDLA PORT,BHUJ,70,1800,2000,2800,5500
MUNDRA PORT,BHUJ,60,1800,2000,2800,5500
KANDLA AIRPORT,BHUJ,50,1600,1800,2500,5000
NALIYA AIRFORCE,BHUJ,100,2300,2500,3000,6000
NALIYA COST GUARD,BHUJ,100,2300,2500,3000,6000
JAKHAU PORT,BHUJ,135,2800,3000,3600,7000
BHACHAU,BHUJ,85,2200,2500,3600,6000
SAMKHIYALI ,BHUJ,130,2800,3000,3600,7000
RAPAR,BHUJ,130,2800,3000,3600,7000
DHOLAVIRA,BHUJ,130,3300,3600,4500,7000
ADANI POWER PLANT,BHUJ,100,2000,2300,3000,4500
TATA SOLAR,BHUJ,100,2000,2300,3000,4500
BHUJ HOTEL,BHUJ,20,999,1200,1800,3500
NAKHATRANA,BHUJ,50,1600,1800,2500,5000
KERA,BHUJ,20,1200,1500,2300,4500
BALDIA,BHUJ,20,1200,1500,2300,4500
NARANPAR,BHUJ,20,1200,1500,2300,4500
RAMPAR VEKRA,BHUJ,20,1200,1500,2300,4500
NARAYAN SAROVAR,BHUJ,160,3300,3800,4800,7000
MATANAMADH,BHUJ,100,2500,2800,3600,5500
BHUJ RAILWAY STATION ,GANDHIDHAM,60,1600,1800,2500,5000
BHUJ RAILWAY STATION ,ADIPUR,55,1600,1800,2500,5000
BHUJ RAILWAY STATION ,ANJAR,45,1600,1800,2500,5000
BHUJ RAILWAY STATION ,MUNDRA,50,1600,1800,2500,5000
BHUJ RAILWAY STATION ,MANDVI,45,1600,1800,2500,5000
BHUJ RAILWAY STATION ,NALIYA,100,2300,2500,3000,6000
BHUJ RAILWAY STATION ,KANDLA PORT,70,1800,2000,2800,5500
BHUJ RAILWAY STATION ,MUNDRA PORT,60,1800,2000,2800,5500
BHUJ RAILWAY STATION ,KANDLA AIRPORT,50,1600,1800,2500,5000
BHUJ RAILWAY STATION ,NALIYA AIRFORCE,100,2300,2500,3000,6000
BHUJ RAILWAY STATION ,NALIYA COST GUARD,100,2300,2500,3000,6000
BHUJ RAILWAY STATION ,JAKHAU PORT,135,2800,3000,3600,7000
BHUJ RAILWAY STATION ,BHACHAU,85,2200,2500,3600,6000
BHUJ RAILWAY STATION ,SAMKHIYALI ,130,2800,3000,3600,7000
BHUJ RAILWAY STATION ,RAPAR,130,2800,3000,3600,7000
BHUJ RAILWAY STATION ,DHOLAVIRA,130,3300,3600,4500,7000
BHUJ RAILWAY STATION ,ADANI POWER PLANT,100,2000,2300,3000,4500
BHUJ RAILWAY STATION ,TATA SOLAR,100,2000,2300,3000,4500
BHUJ RAILWAY STATION ,BHUJ HOTEL,20,999,1200,1800,3500
BHUJ RAILWAY STATION ,NAKHATRANA,50,1600,1800,2500,5000
BHUJ RAILWAY STATION ,KERA,20,1200,1500,2300,4500
BHUJ RAILWAY STATION ,BALDIA,20,1200,1500,2300,4500
BHUJ RAILWAY STATION ,NARANPAR,20,1200,1500,2300,4500
BHUJ RAILWAY STATION ,RAMPAR VEKRA,20,1200,1500,2300,4500
BHUJ RAILWAY STATION ,NARAYAN SAROVAR,160,3300,3800,4800,7000
BHUJ RAILWAY STATION ,MATANAMADH,100,2500,2800,3600,5500
GANDHIDHAM,BHUJ RAILWAY STATION ,60,1600,1800,2500,5000
ADIPUR,BHUJ RAILWAY STATION ,55,1600,1800,2500,5000
ANJAR,BHUJ RAILWAY STATION ,45,1600,1800,2500,5000
MUNDRA,BHUJ RAILWAY STATION ,50,1600,1800,2500,5000
MANDVI,BHUJ RAILWAY STATION ,45,1600,1800,2500,5000
NALIYA,BHUJ RAILWAY STATION ,100,2300,2500,3000,6000
KANDLA PORT,BHUJ RAILWAY STATION ,70,1800,2000,2800,5500
MUNDRA PORT,BHUJ RAILWAY STATION ,60,1800,2000,2800,5500
KANDLA AIRPORT,BHUJ RAILWAY STATION ,50,1600,1800,2500,5000
NALIYA AIRFORCE,BHUJ RAILWAY STATION ,100,2300,2500,3000,6000
NALIYA COST GUARD,BHUJ RAILWAY STATION ,100,2300,2500,3000,6000
JAKHAU PORT,BHUJ RAILWAY STATION ,135,2800,3000,3600,7000
BHACHAU,BHUJ RAILWAY STATION ,85,2200,2500,3600,6000
SAMKHIYALI ,BHUJ RAILWAY STATION ,130,2800,3000,3600,7000
RAPAR,BHUJ RAILWAY STATION ,130,2800,3000,3600,7000
DHOLAVIRA,BHUJ RAILWAY STATION ,130,3300,3600,4500,7000
ADANI POWER PLANT,BHUJ RAILWAY STATION ,100,2000,2300,3000,4500
TATA SOLAR,BHUJ RAILWAY STATION ,100,2000,2300,3000,4500
BHUJ HOTEL,BHUJ RAILWAY STATION ,20,999,1200,1800,3500
NAKHATRANA,BHUJ RAILWAY STATION ,50,1600,1800,2500,5000
KERA,BHUJ RAILWAY STATION ,20,1200,1500,2300,4500
BALDIA,BHUJ RAILWAY STATION ,20,1200,1500,2300,4500
NARANPAR,BHUJ RAILWAY STATION ,20,1200,1500,2300,4500
RAMPAR VEKRA,BHUJ RAILWAY STATION ,20,1200,1500,2300,4500
NARAYAN SAROVAR,BHUJ RAILWAY STATION ,160,3300,3800,4800,7000
MATANAMADH,"BHUJ RAILWAY STATION 	",100,2500,2800,3600,5500
AHMEDABAD RAILWAY STATION ,GANDHIDHAM,300,3800,4200,5500,10500
AHMEDABAD RAILWAY STATION ,ADIPUR,300,3800,4200,5500,10500
AHMEDABAD RAILWAY STATION ,ANJAR,300,3800,4200,5500,10500
AHMEDABAD RAILWAY STATION ,MUNDRA,345,4000,4500,6000,13500
AHMEDABAD RAILWAY STATION ,MANDVI,410,5000,5500,7000,16500
AHMEDABAD RAILWAY STATION ,NALIYA,490,6000,6500,8000,19500
AHMEDABAD RAILWAY STATION ,KANDLA PORT,300,3900,4500,5500,10500
AHMEDABAD RAILWAY STATION ,MUNDRA PORT,345,4200,4800,6500,14500
AHMEDABAD RAILWAY STATION ,KANDLA AIRPORT,300,3500,4200,5500,10500
AHMEDABAD RAILWAY STATION ,NALIYA AIRFORCE,490,6000,6500,8000,19500
AHMEDABAD RAILWAY STATION ,NALIYA COST GUARD,490,6000,6500,8000,19500
AHMEDABAD RAILWAY STATION ,JAKHAU PORT,525,7000,7500,9000,22000
AHMEDABAD RAILWAY STATION ,BHACHAU,300,3800,4300,5500,10500
AHMEDABAD RAILWAY STATION ,SAMKHIYALI ,300,3800,4300,5500,10500
AHMEDABAD RAILWAY STATION ,RAPAR,300,3800,4500,6000,12000
AHMEDABAD RAILWAY STATION ,DHOLAVIRA,350,7000,7500,9000,16000
AHMEDABAD RAILWAY STATION ,ADANI POWER PLANT,410,5000,5500,7000,16500
AHMEDABAD RAILWAY STATION ,TATA SOLAR,410,5000,5500,7000,16500
AHMEDABAD RAILWAY STATION ,BHUJ,345,4200,4500,5500,14500
AHMEDABAD RAILWAY STATION ,NAKHATRANA,400,6000,6500,8000,16000
AHMEDABAD RAILWAY STATION ,KERA,360,4500,5000,6000,16500
AHMEDABAD RAILWAY STATION ,BALDIA,360,4500,5000,6000,16500
AHMEDABAD RAILWAY STATION ,NARANPAR,360,4500,5000,6000,16500
AHMEDABAD RAILWAY STATION ,RAMPAR VEKRA,360,4500,5000,6000,16500
AHMEDABAD RAILWAY STATION ,NARAYAN SAROVAR,525,7000,7500,9000,22000
AHMEDABAD RAILWAY STATION,MATANAMADH,450,7000,7500,9000,16000
GANDHIDHAM,AHMEDABAD RAILWAY STATION ,300,3800,4200,5500,10500
ADIPUR,AHMEDABAD RAILWAY STATION ,300,3800,4200,5500,10500
ANJAR,AHMEDABAD RAILWAY STATION ,300,3800,4200,5500,10500
MUNDRA,AHMEDABAD RAILWAY STATION ,345,4000,4500,6000,13500
MANDVI,AHMEDABAD RAILWAY STATION ,410,5000,5500,7000,16500
NALIYA,AHMEDABAD RAILWAY STATION ,490,6000,6500,8000,19500
KANDLA PORT,AHMEDABAD RAILWAY STATION ,300,3900,4500,5500,10500
MUNDRA PORT,AHMEDABAD RAILWAY STATION ,345,4200,4800,6500,14500
KANDLA AIRPORT,AHMEDABAD RAILWAY STATION ,300,3500,4200,5500,10500
NALIYA AIRFORCE,AHMEDABAD RAILWAY STATION ,490,6000,6500,8000,19500
NALIYA COST GUARD,AHMEDABAD RAILWAY STATION ,490,6000,6500,8000,19500
JAKHAU PORT,AHMEDABAD RAILWAY STATION ,525,7000,7500,9000,22000
BHACHAU,AHMEDABAD RAILWAY STATION ,300,3800,4300,5500,10500
SAMKHIYALI ,AHMEDABAD RAILWAY STATION ,300,3800,4300,5500,10500
RAPAR,AHMEDABAD RAILWAY STATION ,300,3800,4500,6000,12000
DHOLAVIRA,AHMEDABAD RAILWAY STATION ,350,7000,7500,9000,16000
ADANI POWER PLANT,AHMEDABAD RAILWAY STATION ,410,5000,5500,7000,16500
TATA SOLAR,AHMEDABAD RAILWAY STATION ,410,5000,5500,7000,16500
BHUJ,AHMEDABAD RAILWAY STATION ,345,4200,4500,5500,14500
NAKHATRANA,AHMEDABAD RAILWAY STATION ,400,6000,6500,8000,16000
KERA,AHMEDABAD RAILWAY STATION ,360,4500,5000,6000,16500
BALDIA,AHMEDABAD RAILWAY STATION ,360,4500,5000,6000,16500
NARANPAR,AHMEDABAD RAILWAY STATION ,360,4500,5000,6000,16500
RAMPAR VEKRA,AHMEDABAD RAILWAY STATION ,360,4500,5000,6000,16500
NARAYAN SAROVAR,AHMEDABAD RAILWAY STATION ,525,7000,7500,9000,22000
MATANAMADH,AHMEDABAD RAILWAY STATION,450,7000,7500,9000,16000
AHMEDABAD ,GANDHIDHAM,300,3800,4200,5500,10500
AHMEDABAD ,ADIPUR,300,3800,4200,5500,10500
AHMEDABAD ,ANJAR,300,3800,4200,5500,10500
AHMEDABAD ,MUNDRA,345,4000,4500,6000,13500
AHMEDABAD ,MANDVI,410,5000,5500,7000,16500
AHMEDABAD ,NALIYA,490,6000,6500,8000,19500
AHMEDABAD ,KANDLA PORT,300,3900,4500,5500,10500
AHMEDABAD ,MUNDRA PORT,345,4200,4800,6500,14500
AHMEDABAD ,KANDLA AIRPORT,300,3500,4200,5500,10500
AHMEDABAD ,NALIYA AIRFORCE,490,6000,6500,8000,19500
AHMEDABAD ,NALIYA COST GUARD,490,6000,6500,8000,19500
AHMEDABAD ,JAKHAU PORT,525,7000,7500,9000,22000
AHMEDABAD ,BHACHAU,300,3800,4300,5500,10500
AHMEDABAD ,SAMKHIYALI ,300,3800,4300,5500,10500
AHMEDABAD ,RAPAR,300,3800,4500,6000,12000
AHMEDABAD ,DHOLAVIRA,350,7000,7500,9000,16000
AHMEDABAD ,ADANI POWER PLANT,410,5000,5500,7000,16500
AHMEDABAD ,TATA SOLAR,410,5000,5500,7000,16500
AHMEDABAD ,BHUJ,345,4200,4500,5500,14500
AHMEDABAD ,NAKHATRANA,400,6000,6500,8000,16000
AHMEDABAD ,KERA,360,4500,5000,6000,16500
AHMEDABAD ,BALDIA,360,4500,5000,6000,16500
AHMEDABAD ,NARANPAR,360,4500,5000,6000,16500
AHMEDABAD ,RAMPAR VEKRA,360,4500,5000,6000,16500
AHMEDABAD ,NARAYAN SAROVAR,525,7000,7500,9000,22000
AHMEDABAD ,MATANAMADH,450,7000,7500,9000,16000
GANDHIDHAM,AHMEDABAD ,300,3800,4200,5500,10500
ADIPUR,AHMEDABAD ,300,3800,4200,5500,10500
ANJAR,AHMEDABAD ,300,3800,4200,5500,10500
MUNDRA,AHMEDABAD ,345,4000,4500,6000,13500
MANDVI,AHMEDABAD ,410,5000,5500,7000,16500
NALIYA,AHMEDABAD ,490,6000,6500,8000,19500
KANDLA PORT,AHMEDABAD ,300,3900,4500,5500,10500
MUNDRA PORT,AHMEDABAD ,345,4200,4800,6500,14500
KANDLA AIRPORT,AHMEDABAD ,300,3500,4200,5500,10500
NALIYA AIRFORCE,AHMEDABAD ,490,6000,6500,8000,19500
NALIYA COST GUARD,AHMEDABAD ,490,6000,6500,8000,19500
JAKHAU PORT,AHMEDABAD ,525,7000,7500,9000,22000
BHACHAU,AHMEDABAD ,300,3800,4300,5500,10500
SAMKHIYALI ,AHMEDABAD ,300,3800,4300,5500,10500
RAPAR,AHMEDABAD ,300,3800,4500,6000,12000
DHOLAVIRA,AHMEDABAD ,350,7000,7500,9000,16000
ADANI POWER PLANT,AHMEDABAD ,410,5000,5500,7000,16500
TATA SOLAR,AHMEDABAD ,410,5000,5500,7000,16500
BHUJ,AHMEDABAD ,345,4200,4500,5500,14500
NAKHATRANA,AHMEDABAD ,400,6000,6500,8000,16000
KERA,AHMEDABAD ,360,4500,5000,6000,16500
BALDIA,AHMEDABAD ,360,4500,5000,6000,16500
NARANPAR,AHMEDABAD ,360,4500,5000,6000,16500
RAMPAR VEKRA,AHMEDABAD ,360,4500,5000,6000,16500
NARAYAN SAROVAR,AHMEDABAD ,525,7000,7500,9000,22000
MATANAMADH,AHMEDABAD ,450,7000,7500,9000,16000
GANDHIDHAM,BHUJ,60,1600,1800,2500,4500
GANDHIDHAM,GANDHIDHAM,10,1000,1200,1800,2500
GANDHIDHAM,ANJAR,15,1000,1200,1800,2500
GANDHIDHAM,MUNDRA,50,1600,1800,2500,4500
GANDHIDHAM,AHMEDABAD AIRPORT ,300,3800,4200,5500,10500
GANDHIDHAM,AHMEDABAD ,300,3800,4200,5500,10500
GANDHIDHAM,RAJKOT,180,3200,3500,4500,7500
GANDHIDHAM,RAJKOT AIRPORT,210,3200,3500,4500,7500
GANDHIDHAM,MUMBAI,800,10500,11000,14000,22000
GANDHIDHAM,VADODARA ,430,5300,5500,7000,13000
GANDHIDHAM,PALANPUR ,325,4500,5000,6000,10000
GANDHIDHAM,MANDVI,100,2200,2500,3500,5500
GANDHIDHAM,DWARKA,450,6000,6500,8500,13500
GANDHIDHAM,SOMNATH,450,6000,6500,8500,13500
GANDHIDHAM,SURAT,550,7000,7500,9000,14000
GANDHIDHAM,ANAND,380,4800,5000,6000,10000
GANDHIDHAM,NADIYAD,365,4800,5000,6000,10000
GANDHIDHAM,DHOLAVIRA,200,4500,4800,6500,10000
GANDHIDHAM,NARAYAN SAROVAR,220,4500,4800,6500,10000
GANDHIDHAM,MATANAMADH,160,3500,3800,5000,7500
GANDHIDHAM,JUNAGADH,350,4500,5000,6000,10000
GANDHIDHAM,PUNE,915,13500,14000,18000,27000
GANDHIDHAM,KANDLA AIRPORT ,15,1000,1200,1800,2500
GANDHIDHAM,AHMEDABAD RAILWAY STATION,300,3800,4200,5500,10500
GANDHIDHAM,BHUJ AIPORT,60,1600,1800,2500,4500
GANDHIDHAM,BHUJ RAILWAY STATION,60,1600,1800,2500,4500
GANDHIDHAM,HIRASAR AIRPORT,210,3200,3500,4500,7500
GANDHIDHAM,JAMNAGAR,225,3500,3800,5000,9000
GANDHIDHAM,MORBI,160,3200,3500,4500,7500
GANDHIDHAM,WANKANER,185,3200,3500,4500,7500
GANDHIDHAM,CHOTILA,200,3200,3500,4500,7500
GANDHIDHAM,STATUE OF UNITY,500,6500,7000,9000,13000
GANDHIDHAM,BHAVNAGAR,390,4500,5000,6000,10000
GANDHIDHAM,MOUNT ABU,365,5000,5500,6500,10500
GANDHIDHAM,AMBAJI,350,4500,5000,6000,10000
GANDHIDHAM,ABU ROAD,355,4500,5000,6000,10000
GANDHIDHAM,VERAVAL RAILWAY STATION,450,6000,6500,8500,13500
GANDHIDHAM,GANDHIDHAM RAILWAY STATION,10,1000,1200,1800,2500
BHUJ,GANDHIDHAM,60,1600,1800,2500,4500
GANDHIDHAM,GANDHIDHAM,10,1000,1200,1800,2500
ANJAR,GANDHIDHAM,15,1000,1200,1800,2500
MUNDRA,GANDHIDHAM,50,1600,1800,2500,4500
AHMEDABAD AIRPORT ,GANDHIDHAM,300,3800,4200,5500,10500
AHMEDABAD ,GANDHIDHAM,300,3800,4200,5500,10500
RAJKOT,GANDHIDHAM,180,3200,3500,4500,7500
RAJKOT AIRPORT,GANDHIDHAM,210,3200,3500,4500,7500
MUMBAI,GANDHIDHAM,800,10500,11000,14000,22000
VADODARA ,GANDHIDHAM,430,5300,5500,7000,13000
PALANPUR ,GANDHIDHAM,325,4500,5000,6000,10000
MANDVI,GANDHIDHAM,100,2200,2500,3500,5500
DWARKA,GANDHIDHAM,450,6000,6500,8500,13500
SOMNATH,GANDHIDHAM,450,6000,6500,8500,13500
SURAT,GANDHIDHAM,550,7000,7500,9000,14000
ANAND,GANDHIDHAM,380,4800,5000,6000,10000
NADIYAD,GANDHIDHAM,365,4800,5000,6000,10000
DHOLAVIRA,GANDHIDHAM,200,4500,4800,6500,10000
NARAYAN SAROVAR,GANDHIDHAM,220,4500,4800,6500,10000
MATANAMADH,GANDHIDHAM,160,3500,3800,5000,7500
JUNAGADH,GANDHIDHAM,350,4500,5000,6000,10000
PUNE,GANDHIDHAM,915,13500,14000,18000,27000
KANDLA AIRPORT ,GANDHIDHAM,15,1000,1200,1800,2500
AHMEDABAD RAILWAY STATION,GANDHIDHAM,300,3800,4200,5500,10500
BHUJ AIPORT,GANDHIDHAM,60,1600,1800,2500,4500
BHUJ RAILWAY STATION,GANDHIDHAM,60,1600,1800,2500,4500
HIRASAR AIRPORT,GANDHIDHAM,210,3200,3500,4500,7500
JAMNAGAR,GANDHIDHAM,225,3500,3800,5000,9000
MORBI,GANDHIDHAM,160,3200,3500,4500,7500
WANKANER,GANDHIDHAM,185,3200,3500,4500,7500
CHOTILA,GANDHIDHAM,200,3200,3500,4500,7500
STATUE OF UNITY,GANDHIDHAM,500,6500,7000,9000,13000
BHAVNAGAR,GANDHIDHAM,390,4500,5000,6000,10000
MOUNT ABU,GANDHIDHAM,365,5000,5500,6500,10500
AMBAJI,GANDHIDHAM,350,4500,5000,6000,10000
ABU ROAD,GANDHIDHAM,355,4500,5000,6000,10000
VERAVAL RAILWAY STATION,GANDHIDHAM,450,6000,6500,8500,13500
GANDHIDHAM RAILWAY STATION,GANDHIDHAM,10,1000,1200,1800,2500
GANDHIDHAM RAILWAY STATION,BHUJ,60,1600,1800,2500,4500
GANDHIDHAM RAILWAY STATION,GANDHIDHAM,10,1000,1200,1800,2500
GANDHIDHAM RAILWAY STATION,ANJAR,15,1000,1200,1800,2500
GANDHIDHAM RAILWAY STATION,MUNDRA,50,1600,1800,2500,4500
GANDHIDHAM RAILWAY STATION,AHMEDABAD AIRPORT ,300,3800,4200,5500,10500
GANDHIDHAM RAILWAY STATION,AHMEDABAD ,300,3800,4200,5500,10500
GANDHIDHAM RAILWAY STATION,RAJKOT,180,3200,3500,4500,7500
GANDHIDHAM RAILWAY STATION,RAJKOT AIRPORT,210,3200,3500,4500,7500
GANDHIDHAM RAILWAY STATION,MUMBAI,800,10500,11000,14000,22000
GANDHIDHAM RAILWAY STATION,VADODARA ,430,5300,5500,7000,13000
GANDHIDHAM RAILWAY STATION,PALANPUR ,325,4500,5000,6000,10000
GANDHIDHAM RAILWAY STATION,MANDVI,100,2200,2500,3500,5500
GANDHIDHAM RAILWAY STATION,DWARKA,450,6000,6500,8500,13500
GANDHIDHAM RAILWAY STATION,SOMNATH,450,6000,6500,8500,13500
GANDHIDHAM RAILWAY STATION,SURAT,550,7000,7500,9000,14000
GANDHIDHAM RAILWAY STATION,ANAND,380,4800,5000,6000,10000
GANDHIDHAM RAILWAY STATION,NADIYAD,365,4800,5000,6000,10000
GANDHIDHAM RAILWAY STATION,DHOLAVIRA,200,4500,4800,6500,10000
GANDHIDHAM RAILWAY STATION,NARAYAN SAROVAR,220,4500,4800,6500,10000
GANDHIDHAM RAILWAY STATION,MATANAMADH,160,3500,3800,5000,7500
GANDHIDHAM RAILWAY STATION,JUNAGADH,350,4500,5000,6000,10000
GANDHIDHAM RAILWAY STATION,PUNE,915,13500,14000,18000,27000
GANDHIDHAM RAILWAY STATION,KANDLA AIRPORT ,15,1000,1200,1800,2500
GANDHIDHAM RAILWAY STATION,AHMEDABAD RAILWAY STATION,300,3800,4200,5500,10500
GANDHIDHAM RAILWAY STATION,BHUJ AIPORT,60,1600,1800,2500,4500
GANDHIDHAM RAILWAY STATION,BHUJ RAILWAY STATION,60,1600,1800,2500,4500
GANDHIDHAM RAILWAY STATION,HIRASAR AIRPORT,210,3200,3500,4500,7500
GANDHIDHAM RAILWAY STATION,JAMNAGAR,225,3500,3800,5000,9000
GANDHIDHAM RAILWAY STATION,MORBI,160,3200,3500,4500,7500
GANDHIDHAM RAILWAY STATION,WANKANER,185,3200,3500,4500,7500
GANDHIDHAM RAILWAY STATION,CHOTILA,200,3200,3500,4500,7500
GANDHIDHAM RAILWAY STATION,STATUE OF UNITY,500,6500,7000,9000,13000
GANDHIDHAM RAILWAY STATION,BHAVNAGAR,390,4500,5000,6000,10000
